entities,group,test,framework,unit,timestamp,median,ci_lower,ci_upper,rounds
100,system,throughput,evolved,s,2026-03-15 12:59:22Z,8.33e-7,8.33e-7,8.75e-7,1000
100,system,throughput,lovetoys,s,2026-03-15 12:59:24Z,1.458e-6,1.458e-6,1.458e-6,1000
100,system,throughput,nata,s,2026-03-15 12:59:28Z,4.17e-7,4.17e-7,4.17e-7,1000
100,system,throughput,tinyecs,s,2026-03-15 12:59:30Z,3.75e-7,3.75e-7,3.75e-7,1000
100,system,throughput,concord,kb,2026-03-15 12:59:36Z,0.0001,0.0001,0.0001,260
100,system,throughput,ecs-lua,kb,2026-03-15 12:59:41Z,18.5234,18.5234,18.5234,238
100,system,throughput,evolved,kb,2026-03-15 12:59:45Z,0.0001,0.0001,0.0001,100
100,system,throughput,lovetoys,kb,2026-03-15 12:59:48Z,0.0001,0.0001,0.0001,495
100,system,throughput,nata,kb,2026-03-15 12:59:52Z,0.0001,0.0001,0.0001,140
100,system,throughput,tinyecs,kb,2026-03-15 12:59:55Z,0.0001,0.0001,0.0001,335
100,system,overlap,concord,s,2026-03-15 12:59:57Z,7.75e-6,7.375e-6,8.25e-6,216
100,system,overlap,ecs-lua,s,2026-03-15 13:00:03Z,0.000011958,0.000011958,0.000012,1000
100,system,overlap,evolved,s,2026-03-15 13:00:08Z,1.208e-6,1.208e-6,1.208e-6,1000
100,system,overlap,lovetoys,s,2026-03-15 13:00:11Z,1.667e-6,1.667e-6,1.667e-6,1000
100,system,overlap,nata,s,2026-03-15 13:00:14Z,8.33e-7,8.33e-7,8.33e-7,1000
100,system,overlap,tinyecs,s,2026-03-15 13:00:17Z,8.33e-7,8.33e-7,8.75e-7,1000
100,system,overlap,concord,kb,2026-03-15 13:00:22Z,0.0001,0.0001,0.0001,131
100,system,overlap,ecs-lua,kb,2026-03-15 13:00:31Z,53.8125,53.8125,53.8125,100
100,system,overlap,evolved,kb,2026-03-15 13:00:39Z,0.0001,0.0001,0.0001,100
100,system,overlap,lovetoys,kb,2026-03-15 13:00:43Z,0.0001,0.0001,0.0001,130
100,system,overlap,nata,kb,2026-03-15 13:00:49Z,0.0001,0.0001,0.0001,100
100,system,overlap,tinyecs,kb,2026-03-15 13:00:54Z,0.0001,0.0001,0.0001,100
100,system,fragmented,concord,s,2026-03-15 13:00:57Z,1.5e-6,1.333e-6,2.25e-6,680
100,system,fragmented,ecs-lua,s,2026-03-15 13:01:02Z,8.083e-6,8.042e-6,8.083e-6,1000
100,system,fragmented,evolved,s,2026-03-15 13:01:06Z,1.333e-6,1.292e-6,1.333e-6,1000
