entities,test,framework,unit,timestamp,median,mean,stddev,min,max,rounds
100,system_update,concord,s,2024-02-03 22:46:26Z,0.000000375,0.000000391,0.00000012,0.000000292,0.000028542,1000000
100,system_update,concord,kb,2024-02-03 22:46:27Z,0.0001,0.0001,0,0.0001,0.0001,1000000
1000,add_empty_entity,echoes,s,2024-02-03 22:46:27Z,0.000088208,0.000088536,0.000002,0.000086125,0.000215667,10931
1000,add_empty_entity,echoes,kb,2024-02-03 22:46:29Z,39.0625,39.0625,0,39.0625,39.0625,10771
1000,add_empty_entity,lovetoys,s,2024-02-03 22:46:30Z,0.000425042,0.000429637,0.000016916,0.000407417,0.000669875,2318
1000,add_empty_entity,lovetoys,kb,2024-02-03 22:46:31Z,578.5156,578.5156,0,578.5156,578.5156,2367
1000,add_empty_entity,tinyecs,s,2024-02-03 22:46:32Z,0.000134542,0.000135374,0.000004963,0.000119875,0.000167375,7236
1000,add_empty_entity,tinyecs,kb,2024-02-03 22:46:33Z,103.7656,103.7657,0.0053,103.7656,104.2188,7215
1000,add_empty_entity,ecs-lua,s,2024-02-03 22:46:34Z,0.000277,0.00028542,0.00001653,0.000252333,0.000354917,3486
1000,add_empty_entity,ecs-lua,kb,2024-02-03 22:46:36Z,691.6719,691.6719,0,691.6719,691.6719,3425
1000,add_empty_entity,nata,s,2024-02-03 22:46:38Z,0.007215896,0.00723865,0.000071807,0.007101583,0.007489167,138
1000,add_empty_entity,nata,kb,2024-02-03 22:46:39Z,111.4531,111.4531,0,111.4531,111.4531,138
1000,add_empty_entity,concord,s,2024-02-03 22:46:40Z,0.000421083,0.000496298,0.000204579,0.000344833,0.001674208,1141
1000,add_empty_entity,concord,kb,2024-02-03 22:46:41Z,376.4219,377.2021,3.6969,376.4219,415.3047,1037
1000,add_entities,echoes,s,2024-02-03 22:46:42Z,0.000841042,0.000844124,0.000018057,0.000812083,0.000950167,1167
1000,add_entities,echoes,kb,2024-02-03 22:46:43Z,1281.25,1281.2503,0.0096,1281.25,1281.582,1186
1000,add_entities,lovetoys,s,2024-02-03 22:46:44Z,0.001086354,0.001095744,0.000025702,0.001058333,0.001231125,910
1000,add_entities,lovetoys,kb,2024-02-03 22:46:45Z,1125.9531,1125.9531,0,1125.9531,1125.9531,917
1000,add_entities,tinyecs,s,2024-02-03 22:46:46Z,0.000391813,0.000385169,0.000067536,0.000180458,0.0005475,2576
1000,add_entities,tinyecs,kb,2024-02-03 22:46:48Z,368.2656,368.2658,0.0089,368.2656,368.7188,2575
1000,add_entities,ecs-lua,s,2024-02-03 22:46:49Z,0.001043417,0.001041847,0.000026152,0.000977958,0.001224083,958
1000,add_entities,ecs-lua,kb,2024-02-03 22:46:50Z,1769.7969,1769.7969,0,1769.7969,1769.7969,973
1000,add_entities,nata,s,2024-02-03 22:46:51Z,0.0074815,0.007516107,0.000142158,0.007250583,0.007977083,133
1000,add_entities,nata,kb,2024-02-03 22:46:52Z,376.2656,376.2656,0,376.2656,376.2656,131
1000,add_entities,concord,s,2024-02-03 22:46:53Z,0.000640396,0.000730848,0.000223637,0.000534625,0.001809333,836
1000,add_entities,concord,kb,2024-02-03 22:46:55Z,970.1719,971.0972,4.1562,970.1719,1009.7578,908
1000,remove_entities,echoes,s,2024-02-03 22:46:56Z,0.001100875,0.001103231,0.000013058,0.001097208,0.001350125,447
1000,remove_entities,echoes,kb,2024-02-03 22:46:57Z,476.5625,476.5632,0.0158,476.5625,476.8945,444
1000,remove_entities,lovetoys,s,2024-02-03 22:46:58Z,0.000108875,0.000111035,0.000004053,0.000107042,0.000133875,863
1000,remove_entities,lovetoys,kb,2024-02-03 22:46:59Z,0.0001,0.0001,0,0.0001,0.0001,872
1000,remove_entities,tinyecs,s,2024-02-03 22:47:00Z,0.000192875,0.000192923,0.000006292,0.000163,0.000310208,3993
1000,remove_entities,tinyecs,kb,2024-02-03 22:47:02Z,40.1406,40.1407,0.0072,40.1406,40.5938,3944
1000,remove_entities,ecs-lua,s,2024-02-03 22:47:03Z,0.000007833,0.000008614,0.000005317,0.000006542,0.000097833,962
1000,remove_entities,ecs-lua,kb,2024-02-03 22:47:04Z,1.1641,1.1641,0,1.1641,1.1641,958
1000,remove_entities,concord,s,2024-02-03 22:47:05Z,0.000511458,0.000630963,0.000308266,0.000321,0.002022167,507
1000,remove_entities,concord,kb,2024-02-03 22:47:07Z,70.1094,76.6492,14.3612,63.9219,120.8984,491
1000,get_component,echoes,s,2024-02-03 22:47:08Z,0.000000417,0.000000447,0.000000307,0.000000333,0.000005917,868
1000,get_component,echoes,kb,2024-02-03 22:47:09Z,0.0001,0.0006,0.0154,0.0001,0.4531,869
1000,get_component,lovetoys,s,2024-02-03 22:47:10Z,0.00000675,0.000006975,0.000001925,0.000006292,0.000036792,943
1000,get_component,lovetoys,kb,2024-02-03 22:47:11Z,0.0001,0.0006,0.0147,0.0001,0.4531,956
1000,get_component,tinyecs,s,2024-02-03 22:47:12Z,0.000002042,0.000002066,0.000000395,0.000001583,0.000042333,16943
1000,get_component,tinyecs,kb,2024-02-03 22:47:15Z,0.0001,0.0001,0.0035,0.0001,0.4531,17088
1000,get_component,ecs-lua,s,2024-02-03 22:47:17Z,0.000013042,0.000013698,0.000002705,0.000012583,0.000064,952
1000,get_component,ecs-lua,kb,2024-02-03 22:47:18Z,85.9375,85.938,0.0146,85.9375,86.3906,961
1000,get_component,nata,s,2024-02-03 22:47:19Z,0.000001667,0.000001786,0.000000978,0.000001458,0.000010958,133
1000,get_component,nata,kb,2024-02-03 22:47:20Z,0.0001,0.0035,0.039,0.0001,0.4531,135
1000,get_component,concord,s,2024-02-03 22:47:22Z,0.000002417,0.000002789,0.000002239,0.000002167,0.000033125,539
1000,get_component,concord,kb,2024-02-03 22:47:23Z,0.0001,0.016,0.0985,0.0001,0.9297,648
1000,get_components,echoes,s,2024-02-03 22:47:24Z,0.000000417,0.000000435,0.000000204,0.000000333,0.000006208,886
1000,get_components,echoes,kb,2024-02-03 22:47:25Z,0.0001,0.0006,0.0154,0.0001,0.4531,868
1000,get_components,lovetoys,s,2024-02-03 22:47:26Z,0.00000875,0.000008829,0.000001089,0.000008042,0.000038583,957
1000,get_components,lovetoys,kb,2024-02-03 22:47:27Z,0.0001,0.0006,0.0147,0.0001,0.4531,950
1000,get_components,tinyecs,s,2024-02-03 22:47:28Z,0.000003583,0.000003612,0.000000449,0.000003208,0.000039958,16426
1000,get_components,tinyecs,kb,2024-02-03 22:47:31Z,0.0001,0.0001,0.0035,0.0001,0.4531,16537
1000,get_components,ecs-lua,s,2024-02-03 22:47:33Z,0.000180958,0.000183376,0.000006101,0.000175417,0.000234667,821
1000,get_components,ecs-lua,kb,2024-02-03 22:47:34Z,226.5625,226.5625,0,226.5625,226.5625,820
1000,get_components,nata,s,2024-02-03 22:47:36Z,0.000003083,0.000003379,0.000001601,0.000002958,0.000019167,134
1000,get_components,nata,kb,2024-02-03 22:47:37Z,0.0001,0.0036,0.0396,0.0001,0.4531,131
1000,get_components,concord,s,2024-02-03 22:47:38Z,0.000003125,0.000003694,0.00000243,0.000002917,0.000031417,625
1000,get_components,concord,kb,2024-02-03 22:47:39Z,0.0001,0.0227,0.123,0.0001,0.7344,597
1000,add_component,echoes,s,2024-02-03 22:47:40Z,0.000429333,0.000433655,0.000010855,0.000421875,0.000543,1790
1000,add_component,echoes,kb,2024-02-03 22:47:41Z,820.3125,820.3127,0.0078,820.3125,820.6445,1821
1000,add_component,lovetoys,s,2024-02-03 22:47:43Z,0.000235125,0.00023827,0.000008088,0.000227667,0.000299917,1907
1000,add_component,lovetoys,kb,2024-02-03 22:47:44Z,289.0625,289.0625,0,289.0625,289.0625,1883
1000,add_component,tinyecs,s,2024-02-03 22:47:45Z,0.00002475,0.000025198,0.000002052,0.000023917,0.000100875,19973
1000,add_component,tinyecs,kb,2024-02-03 22:47:47Z,156.25,156.25,0.0032,156.25,156.7031,19905
1000,add_component,ecs-lua,s,2024-02-03 22:47:49Z,0.000233833,0.000237056,0.000007737,0.00022575,0.000332167,2199
1000,add_component,ecs-lua,kb,2024-02-03 22:47:50Z,375,375,0,375,375,2197
1000,add_component,nata,s,2024-02-03 22:47:52Z,0.00002525,0.000028598,0.000013804,0.000024292,0.000160625,137
1000,add_component,nata,kb,2024-02-03 22:47:53Z,156.25,156.2533,0.0389,156.25,156.7031,136
1000,add_component,concord,s,2024-02-03 22:47:54Z,0.000084,0.000085739,0.000010617,0.000079542,0.000203417,1256
1000,add_component,concord,kb,2024-02-03 22:47:55Z,250,250.058,0.5998,250,258.0781,1193
1000,add_components,echoes,s,2024-02-03 22:47:56Z,0.000986937,0.000997004,0.000024976,0.000966958,0.001115167,884
1000,add_components,echoes,kb,2024-02-03 22:47:57Z,1242.1875,1242.1879,0.0112,1242.1875,1242.5195,880
1000,add_components,lovetoys,s,2024-02-03 22:47:59Z,0.000728,0.000734414,0.000016003,0.000708292,0.000809625,978
1000,add_components,lovetoys,kb,2024-02-03 22:48:00Z,781.25,781.25,0,781.25,781.25,974
1000,add_components,tinyecs,s,2024-02-03 22:48:01Z,0.000065917,0.000066132,0.000002273,0.000063875,0.00014625,11032
1000,add_components,tinyecs,kb,2024-02-03 22:48:03Z,312.5,312.5,0.0043,312.5,312.9531,10995
1000,add_components,ecs-lua,s,2024-02-03 22:48:05Z,0.000969875,0.000976376,0.000019179,0.00095,0.0011115,844
1000,add_components,ecs-lua,kb,2024-02-03 22:48:06Z,1335.9375,1335.9375,0,1335.9375,1335.9375,852
1000,add_components,nata,s,2024-02-03 22:48:07Z,0.000074542,0.000075663,0.000004592,0.000071917,0.000106542,136
1000,add_components,nata,kb,2024-02-03 22:48:08Z,375,375.0034,0.039,375,375.4531,135
1000,add_components,concord,s,2024-02-03 22:48:09Z,0.000240146,0.000243808,0.000021208,0.00022725,0.000487125,1036
1000,add_components,concord,kb,2024-02-03 22:48:11Z,750,750.1274,1.328,750,765.7852,973
1000,remove_component,echoes,s,2024-02-03 22:48:12Z,0.000281667,0.000285654,0.000010494,0.000274375,0.000415833,701
1000,remove_component,echoes,kb,2024-02-03 22:48:13Z,0.0001,0.0006,0.0124,0.0001,0.332,713
1000,remove_component,lovetoys,s,2024-02-03 22:48:15Z,0.0000095,0.000009647,0.000001173,0.000009125,0.000036167,941
1000,remove_component,lovetoys,kb,2024-02-03 22:48:16Z,0.0001,0.0006,0.0147,0.0001,0.4531,946
1000,remove_component,tinyecs,s,2024-02-03 22:48:17Z,0.00000225,0.000002292,0.000000305,0.000001833,0.000027792,17117
1000,remove_component,tinyecs,kb,2024-02-03 22:48:19Z,0.0001,0.0001,0.0035,0.0001,0.4531,16745
1000,remove_component,ecs-lua,s,2024-02-03 22:48:22Z,0.000262292,0.000262919,0.000002354,0.000258917,0.000276875,779
1000,remove_component,ecs-lua,kb,2024-02-03 22:48:23Z,171.875,171.8754,0.0119,171.875,172.207,772
1000,remove_component,nata,s,2024-02-03 22:48:24Z,0.000001708,0.000002009,0.000001455,0.000001542,0.000014042,132
1000,remove_component,nata,kb,2024-02-03 22:48:25Z,0.0001,0.0035,0.0394,0.0001,0.4531,132
1000,remove_component,concord,s,2024-02-03 22:48:26Z,0.000241146,0.000325199,0.000289313,0.000151625,0.001991333,462
1000,remove_component,concord,kb,2024-02-03 22:48:27Z,34.5039,37.7531,7.1042,31.9609,63.6758,449
1000,remove_components,echoes,s,2024-02-03 22:48:28Z,0.000779854,0.000782893,0.000012782,0.000766542,0.001028,524
1000,remove_components,echoes,kb,2024-02-03 22:48:30Z,0.0001,0.0007,0.0145,0.0001,0.332,525
1000,remove_components,lovetoys,s,2024-02-03 22:48:31Z,0.000011375,0.000011442,0.000000578,0.000010792,0.000021042,946
1000,remove_components,lovetoys,kb,2024-02-03 22:48:32Z,0.0001,0.0006,0.0148,0.0001,0.4531,935
1000,remove_components,tinyecs,s,2024-02-03 22:48:33Z,0.0000035,0.000003516,0.000000328,0.000003083,0.000037833,16806
1000,remove_components,tinyecs,kb,2024-02-03 22:48:35Z,0.0001,0.0001,0.0035,0.0001,0.4531,16795
1000,remove_components,ecs-lua,s,2024-02-03 22:48:38Z,0.000436792,0.000440455,0.000012043,0.00042475,0.000513792,678
1000,remove_components,ecs-lua,kb,2024-02-03 22:48:39Z,210.9375,210.9375,0,210.9375,210.9375,676
1000,remove_components,nata,s,2024-02-03 22:48:40Z,0.000002958,0.000003277,0.000001944,0.00000275,0.0000235,133
1000,remove_components,nata,kb,2024-02-03 22:48:41Z,0.0001,0.0035,0.039,0.0001,0.4531,135
1000,remove_components,concord,s,2024-02-03 22:48:42Z,0.000247229,0.000527311,0.000981699,0.000165167,0.004714708,426
1000,remove_components,concord,kb,2024-02-03 22:48:43Z,34.4883,37.6473,6.8977,31.9609,65.7617,441
1000,system_update,echoes,s,2024-02-03 22:48:44Z,0.000012292,0.000012307,0.000000658,0.000012042,0.000141583,79450
1000,system_update,echoes,kb,2024-02-03 22:48:45Z,0.0938,0.0938,0.0016,0.0938,0.5469,78125
1000,system_update,lovetoys,s,2024-02-03 22:48:47Z,0.00001275,0.000012525,0.000000873,0.000011458,0.000057583,78289
1000,system_update,lovetoys,kb,2024-02-03 22:48:48Z,0.0001,0.0001,0,0.0001,0.0001,77446
1000,system_update,tinyecs,s,2024-02-03 22:48:49Z,0.000004625,0.000004653,0.000000427,0.000004292,0.000048542,203769
1000,system_update,tinyecs,kb,2024-02-03 22:48:50Z,0.0001,0.0001,0.001,0.0001,0.4531,205177
1000,system_update,ecs-lua,s,2024-02-03 22:48:51Z,0.000022875,0.00002298,0.000015465,0.000000167,0.000108792,43100
1000,system_update,ecs-lua,kb,2024-02-03 22:48:53Z,87.2266,87.0928,59.0096,0.2109,173.6641,43569
1000,system_update,nata,s,2024-02-03 22:48:55Z,0.000000292,0.00000029,0.00000015,0.000000167,0.000029667,807441
1000,system_update,nata,kb,2024-02-03 22:48:56Z,0.1172,0.1172,0,0.1172,0.1172,788917
1000,system_update,concord,s,2024-02-03 22:48:57Z,0.000005417,0.0000055,0.000000445,0.000004917,0.000037417,174097
1000,system_update,concord,kb,2024-02-03 22:48:59Z,0.0001,0.0001,0,0.0001,0.0001,170104
10000,add_empty_entity,echoes,s,2024-02-03 22:49:00Z,0.00089275,0.000898957,0.000021106,0.000871667,0.001003208,1091
10000,add_empty_entity,echoes,kb,2024-02-03 22:49:01Z,390.625,390.625,0,390.625,390.625,1092
10000,add_empty_entity,lovetoys,s,2024-02-03 22:49:02Z,0.005194583,0.005224257,0.000084933,0.005060208,0.005481083,191
10000,add_empty_entity,lovetoys,kb,2024-02-03 22:49:03Z,5881.0156,5881.0156,0,5881.0156,5881.0156,192
10000,add_empty_entity,tinyecs,s,2024-02-03 22:49:04Z,0.001389604,0.001389402,0.000056216,0.0012305,0.001570958,704
10000,add_empty_entity,tinyecs,kb,2024-02-03 22:49:05Z,1202.2031,1202.2037,0.017,1202.2031,1202.6563,707
10000,add_empty_entity,ecs-lua,s,2024-02-03 22:49:06Z,0.002781708,0.002846428,0.000143581,0.002616208,0.003127292,351
10000,add_empty_entity,ecs-lua,kb,2024-02-03 22:49:08Z,7525.1094,7525.1094,0,7525.1094,7525.1094,349
10000,add_empty_entity,nata,s,2024-02-03 22:49:11Z,0.618446958,0.619047282,0.003679508,0.612770292,0.633258208,99
10000,add_empty_entity,nata,kb,2024-02-03 22:50:13Z,1394.2031,1394.2064,0.0332,1394.2031,1394.5352,100
10000,add_empty_entity,concord,s,2024-02-03 22:51:15Z,0.004543417,0.005198456,0.001397934,0.003863917,0.00991525,105
10000,add_empty_entity,concord,kb,2024-02-03 22:51:16Z,4020.9219,4023.9174,9.8906,4020.9219,4079.8984,100
10000,add_entities,echoes,s,2024-02-03 22:51:17Z,0.008297625,0.008319308,0.000064381,0.00823375,0.008601333,118
10000,add_entities,echoes,kb,2024-02-03 22:51:19Z,12812.5,12812.5,0,12812.5,12812.5,117
10000,add_entities,lovetoys,s,2024-02-03 22:51:20Z,0.011364625,0.011369035,0.00019634,0.010997958,0.011788083,97
10000,add_entities,lovetoys,kb,2024-02-03 22:51:21Z,11449.7031,11449.7031,0,11449.7031,11449.7031,98
10000,add_entities,tinyecs,s,2024-02-03 22:51:22Z,0.00260925,0.002549545,0.000229834,0.001952417,0.002957792,387
10000,add_entities,tinyecs,kb,2024-02-03 22:51:24Z,3857.3906,3857.3918,0.0229,3857.3906,3857.8438,392
10000,add_entities,ecs-lua,s,2024-02-03 22:51:25Z,0.010131542,0.010196651,0.000228422,0.009912292,0.011131125,98
10000,add_entities,ecs-lua,kb,2024-02-03 22:51:26Z,18306.3594,18306.3645,0.0503,18306.3594,18306.8594,99
10000,add_entities,nata,s,2024-02-03 22:51:29Z,0.647339979,0.647651443,0.005828736,0.633543792,0.660099542,100
10000,add_entities,nata,kb,2024-02-03 22:52:35Z,4049.3906,4049.3906,0,4049.3906,4049.3906,98
10000,add_entities,concord,s,2024-02-03 22:53:39Z,0.005753167,0.00636895,0.001475861,0.005018958,0.011977958,98
10000,add_entities,concord,kb,2024-02-03 22:53:40Z,9958.4219,9958.5505,0.3339,9958.4219,9960.0156,100
10000,remove_entities,echoes,s,2024-02-03 22:53:41Z,0.011574792,0.011688295,0.000466008,0.011375083,0.014802708,100
10000,remove_entities,echoes,kb,2024-02-03 22:53:44Z,4765.625,4765.6283,0.0332,4765.625,4765.957,100
10000,remove_entities,lovetoys,s,2024-02-03 22:53:46Z,0.001129062,0.001137665,0.000023646,0.001112125,0.001246292,100
10000,remove_entities,lovetoys,kb,2024-02-03 22:53:48Z,0.0001,0.0001,0,0.0001,0.0001,100
10000,remove_entities,tinyecs,s,2024-02-03 22:53:49Z,0.002068416,0.00207562,0.000062678,0.001927667,0.002315292,360
10000,remove_entities,tinyecs,kb,2024-02-03 22:53:50Z,576.1406,576.1419,0.0239,576.1406,576.5938,361
10000,remove_entities,ecs-lua,s,2024-02-03 22:53:52Z,0.000104167,0.000109723,0.000014221,0.000093083,0.000164458,100
10000,remove_entities,ecs-lua,kb,2024-02-03 22:53:53Z,1.1641,1.1641,0,1.1641,1.1641,100
10000,remove_entities,concord,s,2024-02-03 22:53:54Z,0.005067541,0.005356753,0.001239687,0.003591125,0.009593542,100
10000,remove_entities,concord,kb,2024-02-03 22:53:56Z,926.7324,930.1425,25.3394,895.9219,983.0195,100
10000,get_component,echoes,s,2024-02-03 22:53:58Z,0.000003208,0.00000354,0.000001313,0.000003083,0.000015167,98
10000,get_component,echoes,kb,2024-02-03 22:54:00Z,0.0001,0.0046,0.0453,0.0001,0.4531,100
10000,get_component,lovetoys,s,2024-02-03 22:54:01Z,0.000105083,0.000111955,0.000021537,0.000085167,0.000189708,100
10000,get_component,lovetoys,kb,2024-02-03 22:54:02Z,0.0001,0.0083,0.0576,0.0001,0.4531,99
10000,get_component,tinyecs,s,2024-02-03 22:54:04Z,0.000014833,0.000014599,0.000001587,0.000013125,0.000054083,1428
10000,get_component,tinyecs,kb,2024-02-03 22:54:06Z,0.0001,0.0004,0.0121,0.0001,0.4531,1410
10000,get_component,ecs-lua,s,2024-02-03 22:54:08Z,0.000411292,0.00044341,0.000085771,0.000340583,0.000845625,97
10000,get_component,ecs-lua,kb,2024-02-03 22:54:09Z,859.375,859.3795,0.0453,859.375,859.8281,100
10000,get_component,nata,s,2024-02-03 22:54:12Z,0.00001675,0.000017403,0.00000275,0.000015667,0.000042292,98
10000,get_component,nata,kb,2024-02-03 22:55:17Z,0.0001,0.0083,0.0576,0.0001,0.4531,99
10000,get_component,concord,s,2024-02-03 22:56:21Z,0.000035937,0.000042751,0.000016689,0.000026125,0.000116625,96
10000,get_component,concord,kb,2024-02-03 22:56:23Z,0.0001,0.0309,0.1294,0.0001,0.6133,54
10000,get_components,echoes,s,2024-02-03 22:56:24Z,0.000003333,0.00000379,0.000001868,0.000003083,0.000020167,100
10000,get_components,echoes,kb,2024-02-03 22:56:25Z,0.0001,0.0046,0.0453,0.0001,0.4531,100
10000,get_components,lovetoys,s,2024-02-03 22:56:27Z,0.000139583,0.000149248,0.000030274,0.000119792,0.000289167,97
10000,get_components,lovetoys,kb,2024-02-03 22:56:28Z,0.0001,0.0083,0.0583,0.0001,0.4531,100
10000,get_components,tinyecs,s,2024-02-03 22:56:29Z,0.00003,0.000031671,0.000007868,0.00002825,0.000130292,1371
10000,get_components,tinyecs,kb,2024-02-03 22:56:31Z,0.0001,0.0004,0.0122,0.0001,0.4531,1386
10000,get_components,ecs-lua,s,2024-02-03 22:56:33Z,0.003088041,0.003150642,0.00029767,0.002750292,0.004678542,98
10000,get_components,ecs-lua,kb,2024-02-03 22:56:35Z,2265.625,2265.625,0,2265.625,2265.625,96
10000,get_components,nata,s,2024-02-03 22:56:38Z,0.000031229,0.000032066,0.000003879,0.000028792,0.000055208,100
10000,get_components,nata,kb,2024-02-03 22:57:44Z,0.0001,0.0047,0.0455,0.0001,0.4531,99
10000,get_components,concord,s,2024-02-03 22:58:48Z,0.000094833,0.000099773,0.000036657,0.000043792,0.000195667,57
10000,get_components,concord,kb,2024-02-03 22:58:50Z,0.0001,0.0293,0.1322,0.0001,0.7344,100
10000,add_component,echoes,s,2024-02-03 22:58:52Z,0.004270042,0.004299249,0.000065747,0.004228,0.004490125,181
10000,add_component,echoes,kb,2024-02-03 22:58:53Z,8203.125,8203.1268,0.0247,8203.125,8203.457,180
10000,add_component,lovetoys,s,2024-02-03 22:58:54Z,0.002423959,0.002433068,0.000048483,0.002351125,0.002593083,186
10000,add_component,lovetoys,kb,2024-02-03 22:58:56Z,2890.625,2890.625,0,2890.625,2890.625,188
10000,add_component,tinyecs,s,2024-02-03 22:58:57Z,0.0002495,0.000250813,0.000004258,0.000243375,0.000292958,1670
10000,add_component,tinyecs,kb,2024-02-03 22:58:59Z,1562.5,1562.5006,0.0169,1562.5,1563.0977,1673
10000,add_component,ecs-lua,s,2024-02-03 22:59:01Z,0.002504375,0.002509453,0.000076922,0.002360458,0.003114375,213
10000,add_component,ecs-lua,kb,2024-02-03 22:59:02Z,3750,3750.0015,0.0224,3750,3750.332,219
10000,add_component,nata,s,2024-02-03 22:59:05Z,0.000277958,0.000277029,0.000017615,0.000248833,0.000333917,100
10000,add_component,nata,kb,2024-02-03 23:00:09Z,1562.5,1562.5045,0.0453,1562.5,1562.9531,100
10000,add_component,concord,s,2024-02-03 23:01:11Z,0.000799333,0.000801343,0.000014335,0.000773875,0.0008405,85
10000,add_component,concord,kb,2024-02-03 23:01:13Z,2500,2500.008,0.0568,2500,2500.4531,100
10000,add_components,echoes,s,2024-02-03 23:01:14Z,0.009840708,0.009889431,0.000122208,0.009765625,0.010215333,99
10000,add_components,echoes,kb,2024-02-03 23:01:15Z,12421.875,12421.8784,0.0335,12421.875,12422.207,98
10000,add_components,lovetoys,s,2024-02-03 23:01:17Z,0.007150229,0.007156838,0.000032154,0.007117125,0.007363708,100
10000,add_components,lovetoys,kb,2024-02-03 23:01:18Z,7812.5,7812.5,0,7812.5,7812.5,99
10000,add_components,tinyecs,s,2024-02-03 23:01:19Z,0.000671792,0.000675233,0.000012576,0.000655292,0.000803792,974
10000,add_components,tinyecs,kb,2024-02-03 23:01:21Z,3125,3125.0005,0.0145,3125,3125.4531,975
10000,add_components,ecs-lua,s,2024-02-03 23:01:23Z,0.009634333,0.0096547,0.000081051,0.009554333,0.009998917,100
10000,add_components,ecs-lua,kb,2024-02-03 23:01:25Z,13359.375,13359.375,0,13359.375,13359.375,98
10000,add_components,nata,s,2024-02-03 23:01:27Z,0.000764625,0.000773962,0.000031571,0.000728625,0.000866583,99
10000,add_components,nata,kb,2024-02-03 23:02:30Z,3750,3750.0045,0.0453,3750,3750.4531,100
10000,add_components,concord,s,2024-02-03 23:03:32Z,0.00227777,0.002297225,0.000070098,0.002212583,0.002559125,120
10000,add_components,concord,kb,2024-02-03 23:03:34Z,7500,7500.9242,3.4887,7500,7515.8555,128
10000,remove_component,echoes,s,2024-02-03 23:03:36Z,0.002986667,0.003022719,0.000119174,0.00290075,0.003560208,99
10000,remove_component,echoes,kb,2024-02-03 23:03:37Z,0.0001,0.0034,0.0332,0.0001,0.332,100
10000,remove_component,lovetoys,s,2024-02-03 23:03:39Z,0.000165167,0.000176618,0.000048127,0.000122542,0.000469625,96
10000,remove_component,lovetoys,kb,2024-02-03 23:03:40Z,0.0001,0.0082,0.0571,0.0001,0.4531,99
10000,remove_component,tinyecs,s,2024-02-03 23:03:41Z,0.000017375,0.000017826,0.000001885,0.000016875,0.000069667,1419
10000,remove_component,tinyecs,kb,2024-02-03 23:03:44Z,0.0001,0.0004,0.012,0.0001,0.4531,1421
10000,remove_component,ecs-lua,s,2024-02-03 23:03:46Z,0.003346375,0.003376701,0.000272585,0.002724458,0.004998917,96
10000,remove_component,ecs-lua,kb,2024-02-03 23:03:47Z,1718.75,1718.75,0,1718.75,1718.75,100
10000,remove_component,nata,s,2024-02-03 23:03:50Z,0.000018563,0.000020099,0.000005215,0.000017083,0.000046792,100
10000,remove_component,nata,kb,2024-02-03 23:04:56Z,0.0001,0.0081,0.0801,0.0001,0.8008,100
10000,remove_component,concord,s,2024-02-03 23:06:01Z,0.002273333,0.002383424,0.000453939,0.001631792,0.003572083,100
10000,remove_component,concord,kb,2024-02-03 23:06:03Z,457.832,461.4714,12.384,447.9609,496.1406,100
10000,remove_components,echoes,s,2024-02-03 23:06:05Z,0.008158313,0.008253346,0.000225426,0.008103792,0.009491917,98
10000,remove_components,echoes,kb,2024-02-03 23:06:07Z,0.0001,0.0034,0.0332,0.0001,0.332,100
10000,remove_components,lovetoys,s,2024-02-03 23:06:10Z,0.000168875,0.0001804,0.000049791,0.000152375,0.000592,98
10000,remove_components,lovetoys,kb,2024-02-03 23:06:11Z,0.0001,0.0082,0.0573,0.0001,0.4531,100
10000,remove_components,tinyecs,s,2024-02-03 23:06:12Z,0.000030792,0.000031312,0.000002662,0.000029375,0.000068208,1372
10000,remove_components,tinyecs,kb,2024-02-03 23:06:14Z,0.0001,0.0004,0.0122,0.0001,0.4531,1379
10000,remove_components,ecs-lua,s,2024-02-03 23:06:16Z,0.005304916,0.005317547,0.000399632,0.004305917,0.006616292,92
10000,remove_components,ecs-lua,kb,2024-02-03 23:06:18Z,2109.375,2109.375,0,2109.375,2109.375,100
10000,remove_components,nata,s,2024-02-03 23:06:21Z,0.000036583,0.000054165,0.0000253,0.0000295,0.000130375,100
10000,remove_components,nata,kb,2024-02-03 23:07:28Z,0.0001,0.0081,0.0568,0.0001,0.4531,100
10000,remove_components,concord,s,2024-02-03 23:08:33Z,0.002598396,0.003306103,0.001655974,0.001874,0.007676458,100
10000,remove_components,concord,kb,2024-02-03 23:08:35Z,458.7207,462.9005,12.3384,447.9609,486.8984,100
10000,system_update,echoes,s,2024-02-03 23:08:37Z,0.000119375,0.000121734,0.000012321,0.000117583,0.000612917,8195
10000,system_update,echoes,kb,2024-02-03 23:08:38Z,0.0938,0.0939,0.005,0.0938,0.5469,8256
10000,system_update,lovetoys,s,2024-02-03 23:08:39Z,0.00012875,0.000134134,0.00002931,0.000123167,0.000737292,7440
10000,system_update,lovetoys,kb,2024-02-03 23:08:40Z,0.0001,0.0001,0,0.0001,0.0001,6503
10000,system_update,tinyecs,s,2024-02-03 23:08:41Z,0.000043792,0.000045225,0.000007263,0.00004125,0.000243292,21985
10000,system_update,tinyecs,kb,2024-02-03 23:08:42Z,0.0001,0.0001,0.0031,0.0001,0.4531,21396
10000,system_update,ecs-lua,s,2024-02-03 23:08:43Z,0.000244042,0.000252607,0.000162358,0.000000208,0.001247958,3954
10000,system_update,ecs-lua,kb,2024-02-03 23:08:45Z,860.6641,860.5544,529.948,0.2109,1720.5391,3958
