entities,group,test,framework,unit,timestamp,median,ci_lower,ci_upper,rounds
100,structural_scaling,create,ecs-lua-nobatch,kb,2026-03-15 16:27:00Z,250.9141,250.9141,250.9141,100
100,structural_scaling,create,evolved-batch,kb,2026-03-15 16:28:15Z,2.4375,2.4375,2.4375,100
100,structural_scaling,create,evolved-nobatch,kb,2026-03-15 16:28:45Z,2.5781,2.5781,2.5781,100
100,structural_scaling,create,lovetoys,kb,2026-03-15 16:29:15Z,325.2188,325.2188,325.2188,100
100,structural_scaling,create,nata,kb,2026-03-15 16:30:25Z,56.125,56.125,56.125,100
100,structural_scaling,create,tinyecs,kb,2026-03-15 16:31:05Z,50.25,50.25,50.25,100
100,structural_scaling,add_component,concord,s,2026-03-15 16:31:48Z,0.0007027085,0.000700417,0.000703792,100
100,structural_scaling,add_component,ecs-lua-batch,s,2026-03-15 16:33:58Z,0.000181979,0.000181646,0.000182375,348
100,structural_scaling,add_component,ecs-lua-nobatch,s,2026-03-15 16:34:32Z,0.0001949375,0.000194583,0.000195375,350
100,structural_scaling,add_component,evolved-batch,s,2026-03-15 16:35:09Z,7.917e-6,7.917e-6,7.917e-6,1000
100,structural_scaling,add_component,evolved-nobatch,s,2026-03-15 16:35:17Z,0.000061583,0.000061542,0.000061583,1000
100,structural_scaling,add_component,lovetoys-batch,s,2026-03-15 16:35:26Z,0.000137417,0.000137208,0.000137708,368
100,structural_scaling,add_component,lovetoys-nobatch,s,2026-03-15 16:35:57Z,0.000121208,0.000121042,0.000121375,377
100,structural_scaling,add_component,nata,s,2026-03-15 16:36:27Z,0.000046125,0.000046042,0.000046167,856
100,structural_scaling,add_component,tinyecs,s,2026-03-15 16:36:42Z,0.000174958,0.000174833,0.000175125,701
100,structural_scaling,add_component,concord,kb,2026-03-15 16:37:09Z,44.4609,44.4609,44.4609,100
100,structural_scaling,add_component,ecs-lua-batch,kb,2026-03-15 16:39:58Z,75.9063,75.9063,75.9063,100
100,structural_scaling,add_component,ecs-lua-nobatch,kb,2026-03-15 16:41:22Z,77.4688,77.4688,77.4688,100
100,structural_scaling,add_component,evolved-batch,kb,2026-03-15 16:42:47Z,0.3984,0.3984,0.3984,100
100,structural_scaling,add_component,evolved-nobatch,kb,2026-03-15 16:43:30Z,0.0001,0.0001,0.0001,100
100,structural_scaling,add_component,lovetoys-batch,kb,2026-03-15 16:44:13Z,51.5625,51.5625,51.5625,100
100,structural_scaling,add_component,lovetoys-nobatch,kb,2026-03-15 16:45:31Z,43.75,43.75,43.75,100
100,structural_scaling,add_component,nata,kb,2026-03-15 16:46:48Z,10.1563,10.1563,10.1563,100
100,structural_scaling,add_component,tinyecs,kb,2026-03-15 16:47:41Z,12.2813,12.2813,12.2813,100
100,structural_scaling,destroy,concord,s,2026-03-15 16:48:39Z,0.000746521,0.00074375,0.000748875,100
